7,0 
3,3 
8,1 
3,2 
9,7 
6,5 
6,0 
5,6 
7,7 
7,1 
1,4 
3,7 
0,4 
5,2 
6,8 
10,7 
0,9 
4,3 
2,2 
0,10 
6,6 
0,0 
5,7 
8,4 
6,3 
10,10 
1,5 
1,8 
0,2 
0,10 
3,0 
2,3 
9,3 
3,0 
6,3 
5,5 
3,10 
5,7 
0,0 
1,8 
6,10 
10,4 
5,1 
10,6 
2,3 
9,8 
6,4 
2,4 
0,5 
10,0 
7,2 
9,6 
5,8 
4,9 
2,3 
8,8 
8,8 
4,8 
9,8 
8,10 
1,6 
3,2 
4,4 
9,10 
5,5 
0,6 
10,7 
1,2 
0,3 
8,0 
3,1 
6,5 
10,3 
8,3 
8,5 
1,7 
10,1 
2,6 
6,9 
0,0 
0,10 
4,6 
4,0 
8,5 
7,5 
0,4 
0,2 
1,1 
4,1 
5,4 
9,0 
5,9 
1,8 
2,4 
6,5 
8,3 
2,7 
9,4 
9,0 
9,7 
