8,5 
2,1 
8,5 
4,4 
5,5 
10,5 
8,2 
0,1 
10,6 
3,0 
3,5 
8,6 
10,8 
5,9 
8,9 
8,7 
9,6 
9,8 
9,6 
3,5 
2,5 
0,4 
10,2 
6,2 
3,0 
4,5 
10,4 
2,5 
7,1 
5,6 
10,9 
0,10 
1,0 
8,7 
8,4 
4,6 
5,5 
6,8 
7,6 
4,1 
8,8 
2,5 
4,2 
8,5 
4,1 
0,4 
4,2 
5,5 
9,9 
3,1 
5,10 
4,2 
6,6 
5,0 
10,4 
2,9 
10,5 
4,4 
7,1 
2,9 
3,3 
3,0 
9,9 
9,7 
6,5 
7,9 
10,3 
9,8 
7,6 
2,2 
0,3 
3,4 
4,2 
9,3 
7,5 
0,2 
3,0 
2,10 
6,5 
0,6 
9,5 
0,9 
8,3 
1,3 
5,10 
4,1 
8,1 
5,6 
8,8 
6,1 
9,7 
1,2 
9,6 
5,4 
7,6 
7,0 
0,10 
0,5 
8,4 
2,2 
