8,10 
3,7 
1,5 
4,8 
8,10 
9,8 
10,6 
9,2 
8,7 
3,10 
9,7 
2,4 
6,5 
9,5 
4,2 
6,7 
6,2 
4,4 
5,5 
5,3 
10,0 
10,4 
8,5 
9,5 
5,5 
1,9 
8,4 
7,0 
9,8 
8,6 
9,3 
9,4 
1,4 
4,4 
7,1 
5,3 
10,8 
5,3 
10,4 
7,6 
1,9 
9,10 
10,5 
3,9 
8,8 
5,5 
0,7 
9,8 
0,5 
10,8 
10,10 
0,10 
5,9 
0,10 
3,8 
4,0 
3,2 
2,10 
6,1 
5,10 
8,9 
9,3 
5,0 
10,5 
4,9 
9,0 
9,8 
7,6 
0,8 
4,5 
9,5 
10,2 
0,1 
5,3 
10,10 
2,5 
1,10 
2,2 
4,4 
0,0 
2,4 
0,3 
1,6 
1,4 
0,3 
9,3 
10,1 
10,5 
7,2 
10,3 
3,1 
4,1 
4,10 
3,6 
3,5 
3,6 
6,4 
9,6 
9,2 
0,5 
