2,0 
3,6 
1,3 
6,4 
10,3 
0,1 
2,5 
5,9 
5,10 
2,9 
7,4 
5,8 
3,1 
8,10 
1,8 
1,7 
3,10 
7,5 
9,4 
9,7 
4,10 
7,0 
7,6 
1,10 
5,3 
1,5 
2,5 
0,3 
3,0 
6,3 
0,4 
1,4 
7,2 
7,3 
8,3 
9,3 
6,9 
5,4 
8,10 
5,1 
3,5 
8,6 
0,4 
6,2 
1,6 
6,2 
10,7 
0,4 
1,6 
7,8 
9,9 
8,6 
2,9 
7,2 
5,7 
2,8 
2,5 
6,8 
7,4 
5,3 
6,10 
3,4 
2,2 
8,3 
3,3 
10,0 
7,10 
10,10 
8,9 
4,10 
7,4 
0,10 
2,9 
5,6 
9,4 
10,4 
5,0 
8,2 
1,6 
10,10 
7,7 
4,4 
9,7 
9,9 
0,2 
3,7 
3,1 
1,1 
8,4 
8,6 
0,4 
1,3 
3,0 
0,0 
2,2 
1,0 
5,8 
7,5 
4,1 
5,2 
