8,3 
2,6 
3,8 
4,9 
0,8 
2,7 
4,3 
3,6 
6,7 
2,4 
2,9 
3,4 
7,0 
6,6 
1,9 
4,7 
5,5 
8,5 
0,0 
8,4 
6,10 
3,3 
4,3 
2,3 
8,8 
6,4 
6,6 
0,8 
0,3 
0,7 
0,3 
1,8 
3,5 
2,7 
0,1 
8,9 
5,0 
9,5 
4,8 
10,3 
8,4 
2,5 
8,3 
3,2 
2,6 
8,4 
9,3 
10,6 
6,5 
10,5 
4,4 
7,7 
10,1 
3,1 
1,0 
1,0 
9,8 
6,7 
6,2 
0,2 
4,8 
0,0 
6,3 
3,2 
2,4 
0,8 
10,7 
10,5 
2,2 
4,0 
9,2 
7,4 
3,3 
4,3 
7,8 
10,4 
3,3 
9,8 
2,2 
8,7 
2,5 
1,2 
7,6 
10,4 
9,8 
10,2 
9,4 
7,0 
3,2 
7,9 
10,6 
7,1 
7,1 
10,3 
8,9 
6,10 
8,10 
8,3 
8,0 
5,3 
