2,5 
8,8 
5,6 
4,3 
10,9 
6,4 
1,7 
5,4 
1,3 
8,4 
4,0 
5,4 
2,5 
3,4 
1,9 
9,4 
5,0 
5,1 
6,9 
5,3 
0,4 
4,9 
8,4 
6,6 
10,0 
2,4 
1,4 
2,9 
10,3 
7,10 
4,10 
8,0 
8,10 
6,1 
4,8 
3,6 
0,6 
0,2 
8,0 
1,7 
0,2 
10,3 
3,2 
9,6 
2,0 
5,6 
5,8 
8,8 
6,5 
9,2 
8,5 
10,5 
10,4 
5,3 
7,9 
2,4 
7,2 
5,10 
1,1 
4,9 
0,3 
10,8 
5,1 
1,5 
1,2 
10,9 
8,5 
10,2 
3,0 
3,3 
1,4 
4,6 
7,9 
2,2 
10,2 
6,7 
2,9 
4,0 
4,6 
0,7 
3,0 
0,10 
8,3 
1,6 
3,9 
10,8 
8,8 
10,5 
2,10 
3,9 
7,2 
3,0 
2,4 
5,0 
1,6 
7,0 
1,3 
6,2 
2,4 
5,8 
