1,8 
10,0 
4,2 
7,9 
10,9 
2,10 
7,0 
10,2 
6,9 
8,9 
9,1 
7,4 
2,1 
7,6 
10,7 
8,10 
2,9 
7,7 
0,7 
2,1 
0,10 
9,3 
3,1 
0,7 
7,10 
3,7 
5,7 
4,6 
6,6 
5,2 
7,9 
0,6 
5,1 
3,8 
10,2 
10,1 
5,7 
7,0 
8,2 
4,5 
9,8 
7,0 
10,6 
1,8 
0,9 
6,4 
5,10 
0,3 
5,1 
8,0 
0,10 
2,10 
5,5 
10,4 
6,10 
9,0 
1,9 
6,8 
5,1 
9,5 
6,7 
5,3 
2,6 
6,9 
7,10 
0,6 
2,9 
10,1 
4,10 
6,5 
10,7 
2,0 
8,7 
0,1 
1,1 
4,9 
3,7 
3,2 
7,8 
3,8 
8,0 
1,10 
9,8 
2,8 
3,6 
6,3 
5,0 
0,7 
6,6 
7,0 
9,6 
7,0 
10,4 
6,0 
6,10 
6,0 
3,10 
0,2 
7,2 
1,9 
