9,4 
5,3 
3,6 
1,2 
0,2 
0,3 
4,7 
3,8 
8,7 
3,8 
3,2 
8,2 
5,2 
0,10 
10,8 
7,5 
5,10 
6,8 
7,1 
1,3 
3,0 
9,2 
0,5 
0,2 
7,0 
10,2 
6,2 
2,0 
5,4 
5,2 
5,2 
6,5 
9,4 
5,10 
1,3 
1,5 
1,9 
0,8 
8,8 
6,6 
3,4 
0,1 
0,7 
1,5 
5,2 
1,5 
9,6 
9,9 
7,10 
7,0 
5,5 
10,4 
3,2 
2,8 
9,7 
2,6 
10,7 
9,6 
6,8 
10,2 
3,1 
6,4 
9,7 
9,6 
0,9 
1,3 
9,8 
6,10 
6,4 
2,7 
0,7 
10,5 
9,10 
10,9 
2,1 
8,0 
8,7 
8,3 
0,4 
4,10 
2,6 
1,0 
0,1 
5,9 
8,4 
6,5 
3,2 
8,6 
0,8 
5,7 
3,4 
0,1 
6,3 
8,4 
4,4 
0,2 
4,7 
0,1 
10,3 
8,0 
