8,5 
7,7 
0,10 
0,4 
6,3 
7,1 
7,1 
8,0 
4,10 
10,3 
10,2 
9,9 
1,9 
5,3 
5,5 
8,1 
10,4 
4,2 
1,0 
4,6 
7,4 
10,0 
8,7 
1,8 
1,10 
7,9 
0,1 
9,10 
9,5 
1,3 
5,10 
3,8 
4,0 
4,1 
10,9 
9,5 
0,1 
1,0 
9,5 
9,4 
6,10 
1,8 
1,7 
8,1 
10,1 
1,6 
7,6 
4,0 
5,1 
9,9 
4,9 
8,9 
7,5 
5,9 
1,1 
10,2 
3,0 
5,8 
3,3 
3,8 
4,9 
2,0 
4,6 
2,9 
6,1 
4,2 
2,7 
9,9 
10,1 
3,7 
9,1 
5,5 
1,7 
5,7 
6,3 
7,9 
8,1 
8,7 
7,7 
7,4 
8,8 
1,6 
3,4 
5,0 
6,8 
2,6 
1,2 
9,9 
7,9 
1,0 
0,0 
9,0 
0,0 
0,3 
0,8 
0,6 
9,4 
3,6 
7,8 
6,4 
