9,4 
5,1 
3,0 
3,1 
0,4 
0,9 
9,0 
3,0 
6,2 
2,4 
4,8 
6,10 
2,4 
3,7 
5,6 
4,3 
7,10 
1,10 
6,5 
8,5 
7,8 
8,10 
8,8 
10,1 
5,3 
8,2 
2,4 
1,0 
4,8 
8,6 
2,6 
4,4 
10,4 
5,4 
0,5 
1,8 
7,7 
7,7 
10,4 
9,8 
2,7 
4,8 
9,3 
8,4 
8,3 
7,7 
7,7 
6,4 
6,3 
9,1 
0,5 
1,5 
3,3 
9,7 
7,2 
1,1 
3,1 
1,1 
5,6 
2,1 
0,9 
4,7 
1,9 
1,6 
10,8 
5,8 
9,8 
2,1 
2,1 
1,1 
1,5 
4,5 
7,7 
2,5 
6,1 
0,9 
2,0 
5,3 
9,5 
4,2 
8,3 
7,2 
3,5 
7,9 
10,8 
9,3 
10,8 
10,6 
8,7 
7,9 
5,2 
4,4 
4,9 
8,9 
6,0 
8,2 
2,9 
5,5 
4,6 
2,0 
