1,4 
5,5 
0,9 
1,10 
4,0 
2,7 
10,7 
9,0 
4,1 
0,9 
9,6 
1,0 
2,7 
7,0 
5,5 
2,7 
3,10 
3,2 
3,0 
10,1 
5,2 
0,5 
10,0 
10,5 
7,7 
1,3 
1,6 
2,8 
3,8 
4,7 
10,4 
7,9 
8,6 
0,7 
8,8 
1,10 
1,3 
7,10 
4,1 
2,10 
6,6 
1,10 
2,1 
9,3 
7,3 
1,2 
2,10 
5,1 
4,10 
9,7 
6,10 
9,6 
0,2 
7,2 
5,0 
3,4 
6,9 
2,10 
10,6 
7,6 
9,1 
9,2 
6,6 
6,1 
9,1 
5,4 
8,10 
3,9 
10,7 
5,3 
10,3 
2,2 
8,9 
6,7 
7,6 
3,9 
8,2 
0,6 
1,6 
0,2 
3,2 
3,1 
8,8 
10,6 
7,0 
3,7 
5,6 
6,2 
5,1 
8,3 
4,0 
1,3 
4,8 
10,8 
10,0 
6,7 
5,3 
4,1 
5,9 
0,8 
