5,8 
4,3 
10,3 
4,3 
3,3 
10,2 
9,1 
3,4 
9,4 
2,6 
2,7 
9,3 
0,2 
6,7 
1,4 
1,1 
8,8 
3,4 
4,4 
7,1 
0,2 
5,0 
0,6 
2,1 
5,2 
8,5 
2,6 
7,4 
1,6 
9,9 
1,2 
9,4 
5,10 
5,0 
4,5 
8,1 
7,8 
7,9 
5,2 
1,3 
2,7 
7,10 
7,0 
4,3 
5,2 
3,7 
10,8 
6,3 
0,3 
10,10 
1,10 
8,10 
8,1 
7,6 
6,10 
2,4 
8,10 
10,6 
2,10 
9,7 
1,8 
3,10 
0,6 
3,2 
8,1 
2,5 
1,0 
9,10 
9,6 
5,10 
2,2 
10,0 
10,7 
1,8 
6,3 
0,10 
6,6 
0,6 
8,1 
0,5 
10,5 
1,9 
4,2 
8,10 
7,0 
6,1 
2,1 
3,0 
4,7 
2,3 
8,5 
4,8 
2,3 
7,9 
7,4 
2,3 
10,3 
2,7 
4,1 
8,5 
