5,9 
0,6 
8,10 
6,10 
7,3 
9,7 
0,9 
10,1 
1,5 
5,3 
4,1 
2,2 
10,4 
0,1 
8,8 
7,6 
3,9 
0,2 
10,5 
7,4 
0,5 
1,2 
10,0 
4,10 
6,0 
1,4 
8,2 
4,0 
1,5 
4,10 
5,2 
5,7 
6,4 
9,8 
8,2 
8,3 
4,1 
5,0 
10,0 
3,7 
8,1 
2,1 
9,3 
7,2 
9,10 
4,8 
7,9 
1,4 
7,5 
6,9 
4,4 
10,8 
5,8 
9,3 
0,8 
1,8 
7,1 
1,6 
7,7 
1,1 
9,8 
9,0 
6,1 
6,5 
1,0 
4,3 
10,4 
8,8 
6,0 
1,7 
6,3 
5,9 
7,3 
9,7 
4,4 
8,4 
3,9 
5,10 
8,4 
0,3 
2,7 
7,5 
3,3 
5,8 
10,9 
1,8 
8,1 
5,3 
10,2 
1,3 
10,2 
4,3 
3,5 
3,8 
7,2 
3,10 
3,3 
0,3 
2,5 
8,9 
