2,0 
8,1 
8,3 
3,3 
3,10 
10,0 
0,3 
2,9 
4,5 
1,4 
0,4 
5,5 
0,1 
10,4 
6,1 
4,9 
5,9 
8,4 
2,5 
8,8 
1,2 
2,8 
9,10 
4,3 
6,6 
6,0 
10,0 
4,9 
4,9 
2,10 
8,2 
9,0 
8,1 
5,3 
1,0 
1,8 
4,5 
10,7 
1,3 
1,9 
10,8 
4,7 
3,9 
10,10 
7,7 
8,1 
0,9 
6,2 
7,3 
5,4 
1,5 
9,9 
2,7 
8,2 
5,8 
1,1 
4,3 
7,1 
2,0 
3,3 
4,4 
6,9 
2,9 
7,3 
2,5 
10,8 
3,8 
8,8 
3,4 
7,2 
9,2 
5,2 
0,6 
1,4 
7,7 
6,2 
10,0 
3,10 
7,8 
6,2 
2,0 
2,1 
4,10 
1,9 
1,10 
8,4 
10,4 
6,10 
4,0 
3,1 
7,9 
10,9 
7,5 
10,7 
5,0 
2,2 
9,8 
0,9 
2,6 
6,10 
