6,3 
10,0 
1,1 
6,5 
1,6 
1,2 
8,7 
10,8 
3,10 
1,3 
1,5 
4,6 
5,2 
4,2 
0,7 
7,1 
0,1 
8,8 
1,2 
8,1 
2,1 
5,9 
0,7 
1,3 
2,9 
6,7 
2,10 
1,5 
4,4 
2,0 
5,8 
6,2 
7,0 
10,10 
9,6 
7,5 
10,0 
7,8 
7,2 
8,10 
8,9 
0,2 
6,0 
9,0 
10,5 
8,4 
10,0 
3,10 
6,4 
8,9 
6,3 
5,3 
9,0 
8,9 
7,6 
8,6 
0,4 
6,8 
5,8 
4,3 
2,7 
3,8 
4,8 
0,3 
9,6 
7,2 
6,10 
2,0 
0,5 
0,1 
0,10 
3,6 
8,7 
10,8 
5,1 
2,1 
2,5 
2,5 
5,5 
1,7 
8,4 
4,5 
2,9 
2,3 
7,2 
1,7 
0,4 
1,3 
9,10 
10,10 
8,5 
0,1 
3,3 
1,4 
10,2 
10,6 
2,8 
7,6 
4,1 
3,1 
