5,9 
8,10 
10,3 
7,2 
6,3 
2,7 
7,7 
7,9 
10,6 
4,4 
1,7 
5,5 
5,6 
3,6 
6,4 
3,5 
2,8 
9,1 
3,8 
2,2 
6,5 
7,2 
9,0 
10,7 
4,10 
0,10 
10,1 
7,4 
8,9 
6,5 
9,0 
5,5 
4,10 
2,3 
10,7 
5,8 
7,1 
1,7 
2,4 
8,1 
10,9 
4,8 
3,10 
1,1 
7,7 
3,3 
2,2 
7,10 
10,6 
0,1 
8,6 
1,5 
0,5 
5,1 
10,3 
1,8 
9,10 
9,6 
5,2 
10,3 
0,10 
3,1 
0,0 
5,3 
7,0 
6,10 
7,7 
8,9 
0,10 
0,2 
9,3 
7,10 
6,9 
2,8 
5,0 
5,6 
1,7 
3,10 
1,6 
9,1 
10,5 
3,5 
9,9 
10,2 
8,0 
3,9 
2,10 
1,3 
3,6 
0,1 
5,5 
9,5 
6,7 
3,10 
9,6 
5,0 
3,2 
7,0 
8,7 
6,7 
